"","X","NETWORK","PI","YEAR_MONTH_DAY_TRANSECT","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES"
"445",582,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIR","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"446",583,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIR","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"447",584,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIR","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"448",585,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIR","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"449",586,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIS","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"450",587,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIS","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"451",588,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIS","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"452",589,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIS","32","O",NA,1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"453",590,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIS","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"454",591,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","CAIS","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"455",592,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEAC","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"456",593,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEAC","16","O",NA,3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"457",594,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEAC","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"458",595,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEAC","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"459",596,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEAC","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"460",597,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEAC","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"461",598,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEVI","0","O",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"462",599,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEVI","16","O",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"463",600,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEVI","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"464",601,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEVI","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"465",602,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEVI","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"466",603,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","DEVI","8","I",NA,2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"467",604,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HESA","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"468",605,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HESA","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"469",606,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HESA","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"470",607,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HESA","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"471",608,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HESA","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"472",609,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HESA","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"473",610,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HOAM","0","O",NA,1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
"474",611,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HOAM","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
"475",612,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HOAM","24","I",NA,1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
"476",613,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HOAM","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
"477",614,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HOAM","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
"478",615,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","HOAM","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_quads",NA
"479",616,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SDS","0","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"480",617,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SDS","16","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"481",618,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SDS","24","I",NA,65,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"482",619,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SDS","32","O",NA,3,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"483",620,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SDS","40","I",NA,1,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"484",621,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SDS","8","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"485",622,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SL","0","O",NA,3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"486",623,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SL","16","O",NA,3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"487",624,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SL","24","I",NA,4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"488",625,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SL","32","O",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"489",626,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SL","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"490",627,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SL","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"491",628,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SLJ","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"492",629,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SLJ","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"493",630,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SLJ","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"494",631,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SLJ","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"495",632,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SLJ","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"496",633,"KEEN ONE","Byrnes","2014_7_18_Larus Ledge",2014,7,18,"NW Appledore","Larus Ledge","SLJ","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"497",634,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","AGCL","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"498",635,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","AGCL","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"499",636,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","AGCL","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"500",637,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","AGCL","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"501",638,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","AGCL","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"502",639,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","AGCL","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum","keen_quads",NA
"503",646,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","ASRU","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"504",647,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","ASRU","16","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"505",648,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","ASRU","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"506",649,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","ASRU","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"507",650,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","ASRU","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"508",651,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","ASRU","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_quads",NA
"509",658,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","CABO","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"510",659,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","CABO","16","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"511",660,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","CABO","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"512",661,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","CABO","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
"513",662,"KEEN ONE","Byrnes","2014_7_18_Sandpiper Beach",2014,7,18,"NW Appledore","Sandpiper Beach","CABO","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_quads",NA
